Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
airtor-protocol,anyone,ANyONe Protocol,33516011,41927670.0,967399.0
huobi-token,ht,Huobi,33478719,33478719.0,37596.0
hairdao,hair,HairDAO,33453161,73814172.0,17349.35
smardex,sdex,SMARDEX,33305601,35698836.0,13071265.0
lift-dollar,usdl,Lift Dollar,33284848,33284848.0,8636.16
keep-network,keep,Keep Network,33180784,60359833.0,12406.0
vaultbridge-bridged-usdt-katana,vbusdt,VaultBridge Bridged USDT (Katana),33169456,33169456.0,1089324.0
lava-network,lava,Lava Network,33112254,102162623.0,686170.0
nirvana-ana-2,ana,Nirvana ANA,33086319,33086319.0,2999.31
looped-hype,lhype,Looped Hype,33070899,33070899.0,593850.0
staked-frax-usd,sfrxusd,Staked Frax USD,33007995,33007995.0,902309.0
dego-finance,dego,Dego Finance,33005227,33005227.0,27218655.0
usual,usual,Usual,32965737,46168998.0,11824724.0
trufin-staked-apt,truapt,TruFin Staked APT,32963795,32963795.0,157264.0
glidr,glidr,Glidr,32950571,117870043.0,108078.0
burnedfi,burn,BurnedFi,32896153,32896153.0,155320.0
propy,pro,Propy,32831436,56707028.0,14542630.0
xtusd,xtusd,XT Stablecoin XTUSD,32789829,32789829.0,6642493.0
akedo,ake,Akedo,32779312,143792563.0,5008162.0
tradoor,tradoor,Tradoor,32777876,137059904.0,18781302.0
carrot-2,crt,Carrot,32634150,32634150.0,69601.0
egl1,egl1,EGL1,32617529,33756813.0,10315000.0
dolomite,dolo,Dolomite,32301034,80300986.0,8459173.0
dodo,dodo,DODO,32294638,32294638.0,3840685.0
yield-basis,yb,Yield Basis,32168687,256598660.0,112626630.0
bankercoin-2,bnkr,BankrCoin,32130951,32130951.0,3055322.0
incrypt,inc,Incrypt,32082134,104298220.0,109273.0
binance-peg-zcash-token,zec,Binance-Peg ZEC,32063898,32063898.0,763686.0
banana-for-scale-2,bananas31,Banana For Scale,31934215,31934215.0,6968494.0
liquid-hype-yield,liquidhype,Liquid HYPE Yield,31922830,31922830.0,19573.09
nest-basis-vault,nbasis,Nest Basis Vault,31918931,31918931.0,8600.78
law-blocks,lbt,Law Blocks,31908425,130239534.0,288277.0
vanar-chain,vanry,Vanar Chain,31899311,33271012.0,5248097.0
boba-network,boba,Boba Network,31841687,32254591.0,8178312.0
infrafred-bgt,ibgt,Infrared BGT,31832233,31832233.0,264529.0
compound-usd-coin,cusdc,Compound USDC,31782687,31782687.0,68.97
synfutures,f,SynFutures,31714360,116961348.0,79029009.0
humans-ai,heart,Humans.ai,31655811,31655811.0,373869.0
newton-protocol,newt,Newton Protocol,31505569,146537529.0,15613322.0
defiway,defi,Defiway,31484498,31484498.0,1.033
infinit,in,INFINIT,31409790,137561125.0,20806765.0
celer-network,celr,Celer Network,31409030,55635959.0,3209700.0
enso,enso,Enso,31245664,151751647.0,46208849.0
avalon-2,avl,Avalon,31224587,122810566.0,29205495.0
swarm-network,truth,Swarm Network,31166903,149459664.0,3348475.0
dacxi,dxi,Dacxi,31131861,31131861.0,356140.0
connect-token-wct,wct,WalletConnect Token,31126223,167165398.0,47076982.0
scroll,scr,Scroll,31081458,163586620.0,9419343.0
neutron-3,ntrn,Neutron,31013387,50752319.0,1498178.0
oasys,oas,Oasys,30976401,56777750.0,763613.0
polyswarm,nct,PolySwarm,30945823,30952590.0,197940.0
andy-the-wisguy,andy,ANDY ETH,30890135,30890135.0,757870.0
dogs-2,dogs,Dogs,30840288,32824690.0,24475009.0
laine-stake,lainesol,Laine Staked SOL,30838381,30838381.0,2938.08
origin-protocol,ogn,Origin Token,30783002,66672492.0,4807859.0
radix,xrd,Radix,30671792,34289137.0,3731.54
kujira,kuji,Kujira,30629900,30637971.0,771.41
wrapped-zedxion,wzedx,Wrapped Zedxion,30552808,2250167548.0,1290977.0
phoenix-global,phb,Phoenix,30535000,30535000.0,8020731.0
saucerswap,sauce,SaucerSwap,30449379,35353165.0,188498.0
hypurr-fun,hfun,Hypurr Fun,30396094,30396095.0,252868.0
sapien-2,sapien,Sapien,30337624,121350496.0,10835352.0
yooldo-games,esports,Yooldo Games,30264809,179435628.0,7306931.0
acet-token,act,Acet,30217840,39423398.0,23424.0
thena,the,Thena,30147087,68741148.0,10507434.0
tether-rainbow-bridge,usdt.e,Bridged Tether (Rainbow Bridge),30141567,30141567.0,41794.0
hashflow,hft,Hashflow,30087997,48667021.0,13104152.0
kled-ai,kled,Kled AI,29960805,29960805.0,1064563.0
georgeplaysclashroyale,clash,GeorgePlaysClashRoyale,29959481,29959481.0,441466.0
six,six,Six Sigma,29918582,29918582.0,319.25
cat-terminal,cat,CAT Terminal,29866391,29866391.0,236021.0
everscale,ever,Everscale,29865642,31850925.0,218161.0
0xy,0xy,0xy,29826673,29826673.0,5568.25
my-neighbor-alice,alice,My Neighbor Alice,29758562,32316990.0,26507253.0
superrare,rare,SuperRare,29728945,36274566.0,8384726.0
solv-protocol-solvbtc-core,solvbtc.core,Solv Protocol SolvBTC.CORE,29700900,515596.0,228.26
elephant-money,elephant,Elephant Money,29591159,59526714.0,169749.0
templar,sn3,τemplar,29573594,29573594.0,48704.0
gxchain,gxc,GXChain,29475323,39300431.0,3068.07
zerebro,zerebro,Zerebro,29419613,29419613.0,24224123.0
kadena,kda,Kadena,29418717,29433387.0,91975422.0
kusama,ksm,Kusama,29266161,142062375.0,10249062.0
zksync-bridged-usdc-zksync,usdc,zkSync Bridged USDC (zkSync),29216304,29216304.0,762058.0
stake-link,sdl,stake.link,29173564,51583133.0,10554.24
unit-fartcoin,ufart,Unit Fartcoin,29125017,363613780.0,42270.0
tharwa,trwa,Tharwa,29006236,41422621.0,522269.0
midas-mtbill,mtbill,Midas mTBILL,28995666,28995666.0,110394.0
autonolas,olas,Autonolas,28912304,75493902.0,291064.0
layerzero-bridged-usdc-etherlink,usdc,Etherlink Bridged USDC (Etherlink),28909665,28909665.0,2596048.0
caliber,cal50,Caliber,28809549,28809549.0,5479.69
oho-blockchain,oho,OHO Blockchain,28807042,53690709.0,243108.0
maverick-protocol,mav,Maverick Protocol,28763038,76295027.0,3517555.0
gogopool-ggavax,stavax,Hypha Staked AVAX,28679000,28679000.0,85811.0
tominet,tomi,TOMI,28550937,28551076.0,531733.0
shardus,ult,Shardus,28536088,64920145.0,35.84
openverse-network,btg,Openverse Network,28496149,299959466.0,85776593.0
initia,init,Initia,28301312,169128735.0,18612683.0
naoris,naoris,Naoris Protocol,28231325,188441241.0,2090305.0
momofun,mm,Momofun,28131556,108198293.0,5253217.0
moviebloc,mbl,MovieBloc,28117160,44720593.0,6507249.0
bone-shibaswap,bone,Bone ShibaSwap,28116786,28128866.0,3742988.0
foom,foom,Foom,28058631,28058631.0,927549.0
tesla-xstock,tslax,Tesla xStock,28022391,43313803.0,14515199.0
znd-token,znd,ZND Token,27882241,124640366.0,3370559.0
corgiai,corgiai,CorgiAI,27775302,30117698.0,26959.0
cargox,cxo,CargoX,27680333,35621924.0,9380.84
mcdull,mcdull,McDull (Meme),27676450,27676450.0,3198.23
metadium,meta,Metadium,27641200,32122092.0,1128284.0
infinifi-locked-iusd-1week,liusd,infiniFi Locked iUSD (1week),27558096,27558096.0,31449.0
hylo-usd,hyusd,Hylo USD,27503049,27503049.0,812575.0
tree-capital,tree,Tree,27498368,31500087.0,42354.0
mimatic,mimatic,MAI,27429745,300908092.0,8061.08
l2-standard-bridged-weth-blast,weth,L2 Standard Bridged WETH (Blast),27396671,27396671.0,706457.0
storj,storj,Storj,27357485,80861940.0,70451739.0
soneium-bridged-usdc-soneium,usdc.e,Soneium Bridged USDC (Soneium),27338525,27338525.0,1446254.0
monerium-eur-money-2,eure,Monerium EUR emoney,27290407,27290407.0,75373.0
ozapay,oza,Ozapay,27241899,35752381.0,39784.0
navi,navx,NAVI Protocol,27185801,37772762.0,4920927.0
aria-ai,aria,Aria.AI,27133692,148271539.0,32644828.0
meet48,idol,MEET48,27129110,144303778.0,23844174.0
goplus-security,gps,GoPlus Security,27085641,85849892.0,4363488.0
oraichain-token,orai,Oraichain,27065502,27379628.0,1363619.0
marblex,mbx,MARBLEX,27013514,33339363.0,2319490.0
stader-maticx,maticx,Stader MaticX,26957451,26957451.0,218226.0
astherus-staked-usdf,asusdf,Aster Staked USDF,26869120,26869120.0,11460.14
access-protocol,acs,Access Protocol,26799090,54569060.0,669278.0
hamster-kombat,hmstr,Hamster Kombat,26732453,41526141.0,4517269.0
everlyn,lyn,Everlyn,26727936,127884862.0,3350269.0
bugscoin,bgsc,BugsCoin,26727129,71018642.0,9877732.0
polyhedra-network,zkj,Polyhedra Network,26608256,68928346.0,5738042.0
pepecoin-2,pepecoin,PepeCoin,26509790,30125059.0,175847.0
concierge-io,ava,AVA (Travala),26480814,26480814.0,4703452.0
bitcoin-limited-edition,btcle,Bitcoin Limited Edition,26473339,27758270.0,55207.0
ix-swap,ixs,IXS,26365675,26365675.0,392090.0
epic-chain,epic,Epic Chain,26300737,26300737.0,11052649.0
makerdao-arbitrum-bridged-dai-arbitrum-one,dai,MakerDAO Arbitrum Bridged DAI (Arbitrum One),26223212,26223212.0,4997899.0
hyperbeat-ultra-hype,hbhype,Hyperbeat Ultra HYPE,26198735,26198735.0,109102.0
medxt,medxt,MEDXT,26156442,31314309.0,1703.59
pepecoin-network,pep,Pepecoin,26153899,26153899.0,176170.0
l2-standard-bridged-usdt-base,usdt,L2 Standard Bridged USDT (Base),26132793,26132793.0,18173528.0
kyros-restaked-sol,kysol,Kyros Restaked SOL,26059292,26059292.0,34672.0
melon,mln,Enzyme,26031674,26031674.0,87625800.0
ao-computer,ao,ao Computer,26024685,26024685.0,207788.0
proton-loan,loan,Loan Protocol,25981933,94890960.0,359266.0
unit-solana,usol,Unit Solana,25972479,93183952462.0,24561140.0
sdola,sdola,sDOLA,25969917,26085313.0,372500.0
chill-guy,chillguy,Just a chill guy,25937720,25937720.0,8287963.0
bluwhale,bluai,Bluwhale,25898036,210896059.0,69118407.0
treehouse,tree,Treehouse,25882020,165780259.0,57581605.0
puffer-finance,puffer,Puffer,25864539,85744857.0,6045642.0
dressdio,dress,DRESSdio,25852752,146605856.0,146042.0
minswap,min,Minswap,25847130,36754133.0,139839.0
mia-2,mia,MIA,25842778,47130832.0,50541.0
aquarius,aqua,Aquarius,25798525,71820234.0,220447.0
tokenbot-2,clanker,tokenbot,25774841,25774841.0,12394833.0
sharp-token,sharp,Sharp Token,25646395,587891187.0,40333.0
iron-fish,iron,Iron Fish,25614475,25626743.0,3246072.0
xion-2,xion,XION,25534585,120449431.0,10070774.0
yield-optimizer-usd,yousd,Yield Optimizer USD,25422728,25422728.0,10341.17
radicle,rad,Radworks,25331872,50836774.0,18535769.0
unagi-token,una,Unagi Token,25315294,37587843.0,338330.0
wrapped-quil,quil,Wrapped QUIL,25296442,25296442.0,406815.0
manyu-2,manyu,Manyu,25221305,25221305.0,1873028.0
openeden,eden,OpenEden,25160414,136838059.0,22732038.0
roam-token,roam,ROAM Token,25123947,81278490.0,29034848.0
truefi,tru,TrueFi,25086155,25366390.0,17449965.0
ampleforth-governance-token,forth,Ampleforth Governance,25000354,33246516.0,2818327.0
pup-token,pup,PUP Token,24924294,38632684.0,282216.0
send-token-2,send,Send,24852231,75290376.0,217951.0
botanix-pegged-bitcoin,pbtc,Botanix Pegged Bitcoin,24850760,24850760.0,102537.0
aave-usdc-sonic,asonusdc,Aave USDC (Sonic),24812881,24812881.0,282098.0
stader,sd,Stader,24807547,45582644.0,4631156.0
creditlink-token,cdl,Creditlink Token,24802157,122933276.0,89639224.0
usualx,usualx,USUALx,24725053,24725053.0,685.16
tether-gold-tokens,xaut0,Tether Gold Tokens,24716764,24716764.0,5249919.0
diamond-launch,dlc,Diverge Loop,24710011,27764057.0,52097.0
milady-cult-coin,cult,Milady Cult Coin,24684861,53859120.0,2845596.0
injective-bridged-usdt-injective,usdt,Injective Bridged USDT (Injective),24667319,24667319.0,1123.61
spdr-s-p-500-etf-ondo-tokenized-etf,spyon,SPDR S&P 500 ETF (Ondo Tokenized ETF),24643464,24643464.0,311971.0
zera,zera,ZERA,24605957,24605957.0,364088.0
coq-inu,coq,Coq Inu,24572949,24572949.0,6172721.0
elixir-finance,elx,Elixir,24563088,94739337.0,11740632.0
openkaito,sn5,OpenKaito,24517767,24517767.0,16440.87
solv-protocol,solv,Solv Protocol,24415136,138329385.0,17079860.0
syscoin,sys,Syscoin,24413636,24417751.0,1720699.0
fartboy,$fartboy,Fartboy,24327251,24327251.0,234464.0
kofi-aptos,kapt,Kofi Aptos,24307874,24307874.0,90971.0
gyroscope-gyd,gyd,Gyroscope GYD,24268498,24268498.0,156119.0
collector-crypt,cards,Collector Crypt,24171660,223522211.0,2449809.0
tao-bot,taobot,tao.bot,24161540,30188718.0,89518.0
rss3,rss3,RSS3,24114539,28800036.0,4320214.0
mobox,mbox,Mobox,24050784,26454312.0,5694688.0
gnosis-xdai-bridged-weth-gnosis-chain,weth,Gnosis xDai Bridged WETH (Gnosis Chain),24027112,24027112.0,1375574.0
marcopolo,mapo,MAP Protocol,24013370,38366650.0,422307.0
midas-medge,medge,Midas mEDGE,23990760,23990760.0,29.37
lido-staked-sol,stsol,Lido Staked SOL,23977602,23977602.0,138587.0
renzo-restaked-sol,ezsol,Renzo Restaked SOL,23933100,23933100.0,1433470.0
infinity-ground,ain,Infinity Ground,23931683,129151012.0,3728425.0
yneth-max,ynethx,ynETH MAX,23909209,23909209.0,46795.0
optio,opt,Optio,23903841,31308848.0,17569.32
dusk-network,dusk,DUSK,23853984,23853984.0,3664392.0
idia,idia,Impossible Finance Launchpad,23806557,31810398.0,167997.0
natix-network,natix,NATIX Network,23783309,58356080.0,320796.0
myshell,shell,MyShell,23745148,87944993.0,14090097.0
affine,sn120,affine,23700589,23700589.0,242670.0
dextools,dext,DexTools,23685894,37666366.0,163020.0
orchid-protocol,oxt,Orchid Protocol,23685520,40040116.0,2357623.0
arena-z,a2z,Arena-Z,23631307,35375596.0,5986173.0
tokenfi,token,TokenFi,23621761,79956209.0,4407303.0
lisk-bridged-wsteth-lisk,wsteth,Lisk Bridged wstETH (Lisk),23574938,23574938.0,4.23
forta,fort,Forta,23530034,37618897.0,1346607.0
gunz,gun,Gunz,23469168,194845730.0,4877568.0
ore,ore,Ore,23446385,23446385.0,1814353.0
zeus-network,zeus,Zeus Network,23445819,67598123.0,5862863.0
torch-of-liberty,liberty,Torch of Liberty,23419698,23419698.0,1674895.0
uranus-4,uranus,Uranus,23406726,23406726.0,6182016.0
mubarak,mubarak,Mubarak,23392375,23392375.0,12520737.0
hylo-leveraged-sol,xsol,Hylo Leveraged SOL,23346383,23346383.0,253368.0
bityuan,bty,Bityuan,23336562,23336562.0,351810.0
towns,towns,Towns,23322213,111984125.0,18566103.0
masterbot,$bot,MasterBOT,23294332,23294332.0,2287181.0
blackhole,black,Blackhole,23265064,23446076.0,1301287.0
ix-token,ixt,Planet IX,23259729,23505547.0,218277.0
araistotle,facy,ArAIstotle,23246943,41828051.0,1995965.0
ninja-squad,nst,Ninja Squad Token,23204537,23204537.0,163686.0
mansory-token,mnsry,Mansory Token,23202939,23202939.0,1425279.0
ski-mask-dog,ski,Ski Mask Dog,23022796,23022796.0,436737.0
landwolf-0x67,wolf,LandWolf,22994745,22994745.0,1751644.0
agentcoin-tv,aitv,AITV,22972344,91558881.0,6258.26
endurance,ace,Fusionist,22963530,43043711.0,4157426.0
mori-coin,mori,MORI COIN,22957217,25508033.0,7024429.0
skyai,skyai,SkyAI,22947200,22947200.0,14241490.0
thala-apt,thapt,Thala APT,22910071,22910071.0,6564.87
bitcoin-gold,btg,Bitcoin Gold,22860445,22860445.0,5330.65
defituna,tuna,DefiTuna,22856051,81193786.0,1126766.0
neon,neon,Neon,22855585,95444167.0,1165926.0
diam,diam,DIAM,22830789,70553688.0,128812.0
mitosis,mito,Mitosis,22788089,112582715.0,6046681.0
electronic-usd,eusd,Electronic USD,22766257,22766257.0,1375034.0
tars-protocol,tai,TARS AI,22753037,34710291.0,2872063.0
czs-dog,broccoli,CZ's Dog,22743864,22743864.0,14027349.0
coral-protocol,coral,Coral Protocol,22663406,22663406.0,268912.0
bas,bas,BNB Attestation Service,22650660,90602639.0,59178451.0
insure,sure,inSure DeFi,22615988,75152975.0,404.5
dao-maker,dao,DAO Maker,22604445,25000502.0,1164510.0
radiant-capital,rdnt,Radiant Capital,22604266,26241841.0,6550751.0
openvpp,ovpp,OpenVPP,22576331,28220414.0,1532797.0
maxi-payfi-strategy-token,mpst,Maxi PayFi Strategy Token,22552815,22552815.0,18729.29
dogshit-2,dogshit,DOGSHIT,22552450,22552450.0,211926.0
compound-basic-attention-token,cbat,cBAT,22518995,22518995.0,0.0
limewire-token,lmwr,LimeWire,22505775,38665212.0,2368573.0
metamui,mmui,MetaMUI,22471142,37776531.0,704253.0
elysia,el,ELYSIA,22454196,22454196.0,330844.0
wrapped-0g,w0g,Wrapped 0G,22447124,22447124.0,165688.0
bridged-usd-coin-scroll,usdc,Bridged USD Coin (Scroll),22431976,22431976.0,6404502.0
xborg,xbg,XBorg,22406651,104216946.0,342731.0
pol-staked-wbera,swbera,POL Staked WBERA,22394104,22394104.0,109665.0
fuzzybear,fuzzy,Fuzzybear,22387178,22614660.0,137248.0
quai-network,quai,Quai Network,22384036,108643426.0,602578.0
mito,mito,Mito,22359391,144466480.0,1.41
staked-usn,susn,Staked USN,22263396,22263396.0,20095.0
harmony-horizen-bridged-usdc-harmony,1usdc,Harmony Horizon Bridged USDC (Harmony),22258290,22258290.0,80.94
xpla,xpla,XPLA,22242832,53441029.0,92202.0
palu,palu,Palu,22241021,22241021.0,7981964.0
thunder-token,tt,ThunderCore,22174294,22174294.0,942577.0
karrat,karrat,Karrat,22161389,30736513.0,575580.0
real-4,real,Real,22149077,22149077.0,1564109.0
fwog,fwog,Fwog,22078693,22078693.0,1479463.0
ancient8,a8,Ancient8,22018864,59161895.0,8346858.0
sportstensor,sn41,Sportstensor,22006405,22006405.0,815221.0
zkverify,vfy,zkVerify,22006268,71870311.0,15676407.0
etherex-liquid-staking-token,rex33,Etherex Liquid Staking Token,21996457,21996457.0,581217.0
hopr,hopr,HOPR,21912653,22956445.0,116633.0
bitmex-token,bmex,BitMEX,21648401,97661962.0,31318.0
sosana,sosana,SOSANA,21643942,21643942.0,4428.01
coinweb,cweb,Coinweb,21611312,25946271.0,200160.0
botxcoin,botx,BOTXCOIN,21608706,61421436.0,4409.02
tether-avalanche-bridged-usdt-e,usdte,Bridged Tether (Avalanche),21600951,21600951.0,272718.0
staked-uty,yuty,Staked UTY,21583035,21583035.0,22603.0
bracky,bracky,BRACKY,21565723,21565723.0,52874.0
zcoin,firo,Firo,21534738,21534738.0,439972.0
alpha-quark-token,aqt,Alpha Quark,21488591,24048829.0,3079337.0
superp,sup,Superp,21458127,122617866.0,34719191.0
cdai,cdai,cDAI,21450417,21450417.0,546.31
acala,aca,Acala,21398924,29347095.0,2973815.0
usdh-2,usdh,USDH,21390410,100164467652.0,2290329.0
kleros,pnk,Kleros,21380457,23774946.0,170975.0
tensor,tnsr,Tensor,21320857,63719055.0,6792230.0
klever,klv,Klever,21299591,21299591.0,5936507.0
gnosis-xdai-bridged-usdc-gnosis,usdc,Gnosis xDAI Bridged USDC (Gnosis),21297963,21297963.0,804730.0
sideshift-token,xai,SideShift,21277873,29071668.0,17459.5
bluefin,blue,Bluefin,21262673,64407829.0,11354661.0
alien-worlds,tlm,Alien Worlds,21239204,23730941.0,9216631.0
spring-staked-sui,ssui,Spring Staked SUI,21223403,21223403.0,2294.39
stronghold-staked-sol,strongsol,Stronghold Staked SOL,21200929,21200929.0,8479.9
oort,oort,OORT,21188976,68261171.0,482926.0
ston-2,ston,STON,21143199,56458486.0,55486.0
vitadao,vita,VitaDAO,21047274,22910062.0,169074.0
ishares-core-s-p-500-etf-ondo-tokenized-etf,ivvon,iShares Core S&P 500 ETF (Ondo Tokenized ETF),21039401,21039401.0,149.85
ccip-bridged-usdc-ronin,usdc,CCIP Bridged USDC (Ronin),21018624,21018624.0,908480.0
staked-yusd,syusd,Staked YUSD,20983494,20983494.0,468.65
midas-mapollo,mapollo,Midas mAPOLLO,20946990,20946990.0,0.0
mossland,moc,Mossland,20926946,24137767.0,277812.0
wrapped-somi,wsomi,Wrapped SOMI,20851349,20851349.0,1060412.0
assemble-protocol,asm,Assemble AI,20748397,41246565.0,321236.0
pre-sp,psp,Pre-SP,20732096,20732096.0,79361.0
pofu,pofu,Pofu,20607750,20607750.0,53198.0
eggle-energy,eng,Eggle Energy,20587360,23833775.0,1606.08
noon-usn,usn,Noon USN,20534640,20534640.0,20580.0
parcl,prcl,Parcl,20525891,47158757.0,6185748.0
act-i-the-ai-prophecy,act,Act I The AI Prophecy,20524247,20524247.0,34020812.0
iota-2,sn9,iota,20486895,20486895.0,12296.85
yala,yala,Yala,20475338,83111454.0,7998932.0
nfprompt-token,nfp,NFPrompt,20468169,40614694.0,5143173.0
allunity-eur,eurau,AllUnity EUR,20465091,20465091.0,4566219.0
vebetterdao,b3tr,VeBetterDAO,20424473,20424473.0,1547060.0
yieldnest-restaked-eth,yneth,YieldNest Restaked ETH,20375478,20375478.0,2176.55
alchemix,alcx,Alchemix,20351223,25137660.0,4630354.0
mamo,mamo,Mamo,20347864,54100140.0,1569964.0
gitcoin,gtc,Gitcoin,20302316,21063831.0,2622961.0
cronos-zkevm-cro,zkcro,Cronos zkEVM CRO,20267686,20267686.0,18.29
layer3,l3,Layer3,20265918,73665511.0,8152379.0
wrapped-mantle,wmnt,Wrapped Mantle,20260359,20260359.0,4537357.0
coinmetro,xcm,Coinmetro,20145843,21042314.0,36624.0
bitmind,sn34,BitMind,20140480,20140480.0,78521.0
strike-2,strike,Strike,20113031,27934766.0,29387.0
groestlcoin,grs,Groestlcoin,20112925,20115188.0,138686.0
suilend,send,Suilend,20071827,34939597.0,625280.0
midas-mre7yield,mre7yield,Midas mRe7YIELD,20040873,20040873.0,771238.0
noice,noice,noice,20037852,34204231.0,3751503.0
equitedge,eeg,EquitEdge,20019981,25024976.0,34.51
freestyle-classic,fst,FreeStyle Classic,19931466,90597572.0,170823.0
ethichub,ethix,Ethix,19900249,28228062.0,14282.73
dimitra,dmtr,Dimitra,19837596,28443503.0,454774.0
ahatoken,aht,AhaToken,19741848,21620626.0,175299.0
ishares-20-year-treasury-bond-etf-ondo-tokenized-etf,tlton,iShares 20+ Year Treasury Bond ETF (Ondo Tokenized ETF),19710169,19710169.0,10496.51
fefe-2,fefe,Fefe,19701765,19701765.0,2959989.0
stake-dao,sdt,Stake DAO,19667053,20307316.0,2756.22
axondao-governance-token,axgt,AxonDAO Governance Token,19660393,42135588.0,185327.0
griffain,griffain,GRIFFAIN,19644954,19644954.0,5397689.0
ice,ice,Ice Open Network,19642331,61159916.0,13062006.0
particle-network,parti,Particle Network,19614701,84183266.0,19416471.0
bitlayer-bitvm,btr,Bitlayer,19613441,74974928.0,10905558.0
tutorial,tut,Tutorial,19608676,19608676.0,13735416.0
realio-network,rio,Realio Network Token,19567601,19567601.0,1484529.0
sundog,sundog,Sundog,19553546,19553546.0,12151341.0
hooked-protocol,hook,Hooked Protocol,19501493,33053378.0,8378052.0
degate,dg,DeGate,19454266,50241339.0,1257.27
ageur,eura,EURA,19433391,19433391.0,216622.0
superwalk,grnd,SuperWalk GRND,19427806,27111031.0,305218.0
heima,hei,Heima,19392075,24298504.0,9918375.0
trufin-staked-near,trunear,TruFin Staked NEAR,19312429,19312650.0,119.92
icm-run,icm,ICM.RUN,19293021,19293021.0,890022.0
red-pulse,phb,Phoenix Global [OLD],19219960,19250096.0,6.66
pumpmeme,pm,PumpMeme,19211922,113011307.0,104154.0
stader-bnbx,bnbx,Stader BNBx,19198313,,125134.0
firmachain,fct,Firmachain,19187248,19447233.0,320764.0
dforce-token,df,dForce,19102688,19102688.0,4117307.0
bmx,bmx,BMX,19093318,19093318.0,66172.0
ai20x-ai,ai20x,Ai20x.ai,19092916,19092916.0,30.15
test-3,tst,Test,19034025,19034025.0,10614365.0
debox,box,DeBox,19029335,47009723.0,342502.0
scout-protocol-token,dev,Scout Protocol Token,18995431,21240654.0,3551.29
wayfinder,prompt,Wayfinder,18975833,84751259.0,15376092.0
hashai,hashai,HashAI,18939548,20112971.0,196575.0
agenda-47,a47,AGENDA 47,18906582,18906582.0,2233526.0
resolv,resolv,Resolv,18882869,57284083.0,9633774.0
pinlink,pin,PinLink,18877317,23596647.0,898319.0
wrapped-aave-ethereum-lido-gho,waethlidogho,Wrapped Aave Ethereum Lido GHO,18783850,18783850.0,25334183.0
slerf,slerf,Slerf,18755492,18755492.0,1665216.0
achain,act,Achain,18755353,21873650.0,277684.0
memetern,mxt,Memetern,18749031,18749031.0,7772.79
ellipsis,eps,Ellipsis [OLD],18744888,19422702.0,201.46
autonomi,ant,Autonomi,18734414,48420775.0,171801.0
crypto-com-wrapped-btc,cdcbtc,Crypto.com Wrapped BTC,18699676,18699676.0,397562.0
apraemio,apra,Apraemio,18698442,135495973.0,67593.0
cortex-2,cx,Cortex,18678138,25417550.0,3.34
inverse-finance,inv,Inverse Finance,18675876,22486040.0,260593.0
tomochain,vic,Viction,18664024,31868449.0,5091449.0
hippius,sn75,Hippius,18653197,18653197.0,992669.0
score,sn44,Score,18631044,18631044.0,215640.0
the-doge-nft,dog,Own The Doge,18621092,23040102.0,72993.0
aurora-dao,idex,IDEX,18596973,18995742.0,4798014.0
qace-dynamics,qace,Qace Dynamics,18545457,18545457.0,78816.0
metis-bridged-weth-metis-andromeda,weth,Metis Bridged WETH (Metis Andromeda),18539390,18539390.0,154400.0
arpa,arpa,ARPA,18526450,37725369.0,11587541.0
lukso-token-2,lyx,LUKSO,18523555,25547723.0,358760.0
based-eth,bsdeth,Based ETH,18520015,18520015.0,527816.0
fuel-network,fuel,Fuel Network,18512955,30351551.0,406327.0
edu3games,egn,Edu3Games,18497428,18497428.0,2238.18
usdc-rainbow-bridge,usdc.e,Rainbow Bridged USDC (Near),18455186,18455186.0,20955.0
sperax,spa,Sperax,18431294,37599934.0,6800142.0
invesco-qqq-etf-ondo-tokenized-etf,qqqon,Invesco QQQ ETF (Ondo Tokenized ETF),18411408,18411408.0,198453.0
au79,au79,AU79,18382800,18382800.0,760993.0
keyboard-cat-base,keycat,Keyboard Cat (Base),18342292,18342292.0,676673.0
frankencoin,zchf,Frankencoin,18323892,18323892.0,1480690.0
magic-internet-money-runes,mim,MAGIC•INTERNET•MONEY (Bitcoin),18315583,18315583.0,492973.0
santos-fc-fan-token,santos,Santos FC Fan Token,18302130,40990660.0,7266082.0
aubrai-by-bio,aubrai,Aubrai by Bio,18261786,26485549.0,361626.0
metronome-synth-usd,msusd,Metronome Synth USD,18259616,18259616.0,8887463.0
mavryk-network,mvrk,Mavryk Network,18237896,18237896.0,121119.0
pangolin,png,Pangolin,18235246,43724156.0,332636.0
radio-caca,raca,Radio Caca,18200132,18376974.0,4599751.0
tokemak,toke,Auto Finance,18185211,21881964.0,386631.0
bitget-staked-sol,bgsol,Bitget Staked SOL,18083260,18083260.0,27831.0
saffron-finance,sfi,saffron.finance,18073486,20800395.0,556344.0
haedal,haedal,Haedal Protocol,18022562,92423396.0,14374810.0
gaia-3,gaia,Gaia,18004214,105907139.0,33347971.0
concilium,concilium,Concilium,17997971,18455388.0,15739.92
messier,m87,MESSIER,17985618,17985618.0,658655.0
velvet,velvet,Velvet,17881983,196656912.0,14041433.0
araracoin,arara,Araracoin,17841499,49217928.0,261599.0
ado-network,ado,ADO Protocol,17840165,39694367.0,10639853.0
hanu-yokia,hanu,Hanu Yokia,17820597,70576199.0,623.76
