Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
chaingpt,cgpt,ChainGPT,77021630,95658071.0,37183701.0
bitmart-token,bmx,BitMart,76937752,144941605.0,4248156.0
coreum,coreum,Coreum,76805699,76805699.0,213997.0
arcblock,abt,Arcblock,76436661,144220116.0,1082662.0
pundi-x-2,pundix,Pundi X,76398854,76398854.0,9751791.0
dola-usd,dola,DOLA,76349474,203580389.0,2875993.0
dymension,dym,Dymension,76230188,304218655.0,8737352.0
songbird,sgb,Songbird,76199964,90540810.0,446518.0
watcoin-2,watc,WATCoin,76176703,84569863.0,1059969.0
optimism-bridged-wbtc-optimism,wbtc,Optimism Bridged WBTC (Optimism),76102468,76102468.0,3610497.0
pixer-eternity,pxt,Pixer Eternity,75946186,352929133.0,388701.0
peaq-2,peaq,peaq,75102247,440238474.0,12879476.0
oasys,oas,Oasys,74992595,194621923.0,530837.0
solv-protocol,solv,Solv Protocol,74740519,423459032.0,113156964.0
level-usd,lvlusd,Level USD,74435089,74435089.0,500157.0
usdx,usdx,USDX,74284090,74284090.0,25295.0
dogelon-mars,elon,Dogelon Mars,74250029,135086024.0,7638188.0
hashkey-ecopoints,hsk,HashKey Platform Token,74032272,558734128.0,2664950.0
tellor,trb,Tellor Tributes,73825292,75973649.0,24516143.0
milk-alliance,mlk,MiL.k Alliance,73724205,165502246.0,6127449.0
puff-the-dragon,puff,Puff The Dragon,73208114,73208114.0,167299.0
0x0-ai-ai-smart-contract,0x0,0x0.ai: AI Smart Contract,72708542,72708542.0,595335.0
joe,joe,JOE,72108063,92342898.0,7592224.0
goldfinch,gfi,Goldfinch,71933961,88978304.0,1291320.0
radix,xrd,Radix,71852776,87984305.0,1340083.0
smooth-love-potion,slp,Smooth Love Potion,71628174,71628174.0,8470509.0
crvusd,crvusd,crvUSD,71416054,71416054.0,8212683.0
ai-rig-complex,arc,AI Rig Complex,71052164,71052164.0,19489064.0
l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),70919630,70919630.0,37744550.0
myshell,shell,MyShell,70911849,262636479.0,48223453.0
staked-frax,sfrax,Staked FRAX,70273339,70273339.0,5201.88
taiko,taiko,Taiko,70148622,663372417.0,14432843.0
xai-blockchain,xai,Xai,69953622,102953315.0,33970274.0
dent,dent,Dent,69946439,73123692.0,5744371.0
superrare,rare,SuperRare,69836615,87255313.0,108247467.0
nosana,nos,Nosana,69781831,83671260.0,1980082.0
singularitynet,agix,SingularityNET,69481150,104965948.0,37513.0
solend,slnd,Solend,69360419,137087973.0,13847.78
liquity,lqty,Liquity,69274292,71218395.0,19756886.0
dodo,dodo,DODO,68841976,68841976.0,7350911.0
ecomi,omi,ECOMI,68611666,78723147.0,1465804.0
zebec-network,zbcn,Zebec Network,68526151,92479344.0,24388492.0
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,68254774,68254774.0,0.0
kamino,kmno,Kamino,68028917,503917906.0,9507511.0
api3,api3,API3,67871167,84700255.0,14664479.0
heyanon,anon,Hey Anon,67609195,111442950.0,4259737.0
dogs-2,dogs,Dogs,67526952,71871937.0,16675975.0
netmind-token,nmt,NetMind Token,67475904,214836397.0,1874053.0
terrausd,ustc,TerraClassicUSD,67396601,95485040.0,5970437.0
bitget-wallet-token,bwb,Bitget Wallet Token,67182897,470072637.0,3631.06
islamic-coin,islm,Islamic Coin,67017191,810663693.0,447093.0
kelp-gain,ageth,Kelp Gain,67005429,67005429.0,9105.72
numeraire,nmr,Numeraire,66475761,89056141.0,6334725.0
pinlink,pin,PinLink,66304169,82880211.0,1772734.0
scroll,scr,Scroll,66183330,348333317.0,17721626.0
saasgo,saas,SaaSGo,66051867,82564833.0,255217.0
tokenbot-2,clanker,tokenbot,65705369,65705369.0,7674545.0
pundi-aifx,pundiai,Pundi AI,65460373,65460373.0,947849.0
maple,mpl,Maple,65060744,165129671.0,5584088.0
steem,steem,Steem,64956174,65399061.0,16464237.0
cetus-protocol,cetus,Cetus Protocol,64901638,95077024.0,15919375.0
medibloc,med,Medibloc,64776815,70162263.0,216918.0
origin-ether,oeth,Origin Ether,64309782,64309782.0,122544.0
centrifuge,cfg,Centrifuge,64298071,70496906.0,1365315.0
pay-coin,pci,Paycoin,64277655,119431213.0,2102164.0
ergo,erg,Ergo,63781396,77886758.0,321747.0
renzo-restaked-sol,ezsol,Renzo Restaked SOL,63549942,63549942.0,186653.0
humans-ai,heart,Humans.ai,63537294,63537294.0,95780.0
coin98,c98,Coin98,63478842,70466812.0,32063577.0
der-daku,daku,Der Daku,63387472,63387472.0,227249.0
moonwell-artemis,well,Moonwell,62869274,95881087.0,13505552.0
ampleforth,ampl,Ampleforth,62488474,67801460.0,387142.0
falcon-finance,usdf,Falcon USD,62141194,62141194.0,26275.0
ark,ark,ARK,62121124,62649213.0,5612051.0
cartesi,ctsi,Cartesi,61726329,71845868.0,7916744.0
metal,mtl,Metal DAO,61262555,61262555.0,742635.0
goplus-security,gps,GoPlus Security,61078329,336816655.0,31443634.0
access-protocol,acs,Access Protocol,60640215,131656651.0,830399.0
binance-usd,busd,BUSD,60359313,60359313.0,16980.98
autonolas,olas,Autonolas,60251378,176237606.0,407305.0
lift-dollar,usdl,Lift Dollar,60163884,60163884.0,2213818.0
fartboy,$fartboy,Fartboy,60048149,60048149.0,1121616.0
carv,carv,CARV,59971371,299721731.0,7315289.0
bit2me,b2m,Bit2Me,59472305,60073036.0,100419.0
