Coin ID,Symbol,Name,Market Cap (USD),FDV (USD),24H Volume (USD)
status,snt,Status,95043089,163302242.0,8713910.0
l2-standard-bridged-frxusd,frxusd,L2 Standard Bridged frxUSD,94457781,94457781.0,634187.0
aleo,aleo,ALEO,94257785,461846404.0,5198882.0
saros-finance,saros,Saros,94197267,358846754.0,1049864.0
iagon,iag,Iagon,94150888,250387689.0,934310.0
altlayer,alt,AltLayer,94053079,336864654.0,19774932.0
spell-token,spell,Spell,93947163,116358084.0,13596415.0
zano,zano,Zano,93663316,93667407.0,700808.0
drift-staked-sol,dsol,Drift Staked SOL,93388549,93388549.0,41923.0
pha,pha,PHALA,92820630,118365016.0,21340411.0
velo,velo,Velo,91824930,298193412.0,20481144.0
adventure-gold,agld,Adventure Gold,90876590,90876590.0,25771419.0
everipedia,iq,IQ,90668965,90668965.0,5439414.0
deso,deso,Decentralized Social,90482913,92856089.0,5370152.0
sonic-svm,sonic,Sonic SVM,90408163,602721087.0,77938511.0
dforce-token,df,dForce,89985563,89985563.0,11609015.0
power-ledger,powr,Powerledger,89840409,169502642.0,11983089.0
venus,xvs,Venus,89551875,160657033.0,8205591.0
balancer,bal,Balancer,89513753,96856266.0,10352676.0
zeus-network,zeus,Zeus Network,89271404,233219056.0,9299183.0
solayer-staked-sol,ssol,Solayer Staked SOL,89071377,89071377.0,420467.0
iexec-rlc,rlc,iExec RLC,88609634,106503837.0,12547603.0
crypto-trading-fund,ctf,Crypto Trading Fund,88332259,88332259.0,8287.48
gama-coin,gama,GAMA Coin,88291251,135832768.0,2239351.0
oec-token,okt,OKT Chain,88267898,88267898.0,376271.0
orbs,orbs,Orbs,88190494,193674705.0,6541941.0
ignition-fbtc,fbtc,Function ƒBTC,88146919,1140275801.0,747471.0
cronos-bridged-usdt-cronos,usdt,Cronos Bridged USDT (Cronos),87675534,87675534.0,465116.0
clearpool,cpool,Clearpool,87656490,115345689.0,5613520.0
zircuit,zrc,Zircuit,87231269,397422827.0,31779949.0
tensor,tnsr,Tensor,86642971,258939322.0,24921651.0
temple,temple,TempleDAO,86127634,86297310.0,22168.0
frax-usd,frxusd,Frax USD,86072313,86072313.0,1904585.0
paal-ai,paal,PAAL AI,85684366,96381495.0,8698698.0
marlin,pond,Marlin,85627099,105021182.0,11084892.0
request-network,req,Request,85328397,110864363.0,7147519.0
sbtc-2,sbtc,sBTC,84941320,84941320.0,40480.0
tokenlon,lon,Tokenlon,84904843,102197089.0,110649.0
moonbeam,glmr,Moonbeam,84834568,103305888.0,5096628.0
ong,ong,Ontology Gas,84415340,206929218.0,3675531.0
astherus-staked-bnb,asbnb,Astherus Staked BNB,83993517,83993517.0,527.1
chromaway,chr,Chromia,83717536,83717536.0,11202693.0
blast,blast,Blast,83163932,314731576.0,11105780.0
geodnet,geod,Geodnet,82742951,258089233.0,250881.0
big-time,bigtime,Big Time,82326737,232914875.0,34179451.0
dkargo,dka,dKargo,82214429,87710984.0,1497245.0
metfi-2,metfi,MetFi,81962255,191941419.0,403539.0
wax,waxp,WAX,81899628,88121480.0,6654285.0
yield-guild-games,ygg,Yield Guild Games,81785032,199226196.0,23349867.0
usdt0,usdt0,USDT0,80996722,80996722.0,861931.0
mass-vehicle-ledger,mvl,MVL,80870635,85482510.0,664711.0
orca,orca,Orca,80514018,151124650.0,27316113.0
elixir-finance,elx,Elixir,80010864,501136224.0,53803118.0
zentry,zent,Zentry,79837367,117205381.0,7975088.0
huobi-token,ht,Huobi,79320962,100043108.0,21814.0
paxos-standard,usdp,Pax Dollar,79239835,79239835.0,2533098.0
avalon-2,avl,Avalon,79224001,488283516.0,90681822.0
syrupusdc,syrupusdc,SyrupUSDC,79094994,79094994.0,1940555.0
verge,xvg,Verge,78992202,79150209.0,6228167.0
l2-standard-bridged-weth-blast,weth,L2 Standard Bridged WETH (Blast),78818217,78818217.0,2421997.0
